job_id,ocrd_text,clean,plain_accuracy,clean_accuracy
606315.jpg,"BLUESTEPS

v
»
\Y

OR
AM ™

Our client, a prestigious ICT solutions providing company is looking for Java Enterprise Edition (EE) Developers
with experience and knowledge in Java Enterprise Edition.

 

Key Requirements :

Associates / Software Engineers [RGIIRsR eter)

Key Requirements :

Software Engineer * Minimum of 2 years

« Finance Domain related software development experience is an added advantage.

Key Requirements :

S e n i 0 r Softwa re E n g i n e e r « Minimum of 3 - 4 years development experience.
ware development experience /s essential.

* Finance Domain related sof

 

Key Requirements :

Te am L ea d * Minimum of 5 years development experience.

« Minimum of 2 years lead role experience.
« Finance Domain related software development experience is essential.

 

 

 

The successful candidate would be offered with a competitive remuneration package based on his/her qualifications and working experience. Application with details
curriculum vitae and contact details of two- non related referees should reach the following email within seven days of this advert.
BLUESTEPS
Email: bluestepsit@gmail.com
Mobile: 077 861 5849

Applications will be treated confidentially and only the short listed applicants will be contacted.
","BLUESTEPS

v

Y

OR
AM 

Our client a prestigious ICT solutions providing company is looking for Java Enterprise Edition EE Developers
with experience and knowledge in Java Enterprise Edition

 

Key Requirements 

Associates / Software Engineers RGIIRsR eter

Key Requirements 

Software Engineer  Minimum of 2 years

 Finance Domain related software development experience is an added advantage

Key Requirements 

S e n i 0 r Softwa re E n g i n e e r  Minimum of 3  4 years development experience
ware development experience /s essential

 Finance Domain related sof

 

Key Requirements 

Te am L ea d  Minimum of 5 years development experience

 Minimum of 2 years lead role experience
 Finance Domain related software development experience is essential

 

 

 

The successful candidate would be offered with a competitive remuneration package based on his/her qualifications and working experience Application with details
curriculum vitae and contact details of two non related referees should reach the following email within seven days of this advert
BLUESTEPS
Email bluestepsitgmailcom
Mobile 077 861 5849

Applications will be treated confidentially and only the short listed applicants will be contacted
",0.845360824742268,0.9333333333333333
606474.png,"ww

SS Er-uonics

 

www-tryonics.com

Tiyonies (Pv) Ltd, is an information Technology service provider

that has emerged as an outstanding and reliable partner, making
ts name in the ICT industry within a very short period of its inception. @

‘We work with a global perspective to help local and
intemational companies take their businesses to the next level by developing
‘and deploying business centtic applications that fit well with the modern-day needs.

QA Engineer (QAE) will assess software quality through manual and/or automated testing. QAE will be responsible for finding
and reporting bugs and glitches. QAE should have a keen eye for detail and excellent communication skills and competent in
‘writing and executing test cases. QAE will ensure that our products/applications work smoothly, meet client needs and meet
quality standards.

Review requirements, specifications and technical design documents to provide timely and meaningful feedback
Create detailed, comprehensive and well-structured test plans and test cases.

Estimate, prioiize and execute testing activities.

Design, develop and execute Manual and Automation testing where appropriate

Identify, record, document thoroughly and track bugs.

Perform thorough regression testing when bugs are resolved.

Develop and apply testing processes for new and existing products to meet client needs.
aise with internal teams (e.g. ARC / TL SSE / SE / BA/ PM) to identily system requirements.
Monitor debugging process results.

Stay up-to-date with new testing tools and test strategies.

‘Support BA/ PM to develop! perform user guides/ application demos.

Proven work experience in software quality assurance,
Knowledge of software QA methodologies, tools and processes.

Experience in writing clear, concise and comprehensive test plans and test cases in accordance with ISO standards
Hands-on experience with both white box and black box testing,

Hands-on experience with automated testing tools.

knowledge of SQL queries and scripting is a plus.

Experience working in an Agile / Scrum development process.

Experience with performance and / or security testing s a plus.

BS / MS degree in Computer Science, Engineering or a related subject.
","ww

SS Eruonics

 

wwwtryonicscom

Tiyonies Pv Ltd is an information Technology service provider

that has emerged as an outstanding and reliable partner making
ts name in the ICT industry within a very short period of its inception 

We work with a global perspective to help local and
intemational companies take their businesses to the next level by developing
and deploying business centtic applications that fit well with the modernday needs

QA Engineer QAE will assess software quality through manual and/or automated testing QAE will be responsible for finding
and reporting bugs and glitches QAE should have a keen eye for detail and excellent communication skills and competent in
writing and executing test cases QAE will ensure that our products/applications work smoothly meet client needs and meet
quality standards

Review requirements specifications and technical design documents to provide timely and meaningful feedback
Create detailed comprehensive and wellstructured test plans and test cases

Estimate prioiize and execute testing activities

Design develop and execute Manual and Automation testing where appropriate

Identify record document thoroughly and track bugs

Perform thorough regression testing when bugs are resolved

Develop and apply testing processes for new and existing products to meet client needs
aise with internal teams eg ARC / TL SSE / SE / BA/ PM to identily system requirements
Monitor debugging process results

Stay uptodate with new testing tools and test strategies

Support BA/ PM to develop perform user guides/ application demos

Proven work experience in software quality assurance
Knowledge of software QA methodologies tools and processes

Experience in writing clear concise and comprehensive test plans and test cases in accordance with ISO standards
Handson experience with both white box and black box testing

Handson experience with automated testing tools

knowledge of SQL queries and scripting is a plus

Experience working in an Agile / Scrum development process

Experience with performance and / or security testing s a plus

BS / MS degree in Computer Science Engineering or a related subject
",0.8532110091743119,0.901840490797546
606489.png,"Junior Business Analyst

We are a US based tech company named RYDE Inc. headquartered in Los Angeles, California.
We offer our users a unique car rental experience ranging from luxury to economy cars. For
more info please visit us at www.rydecars.com.

Currently we are looking for a full time Junior Business Analyst to join our software
development team based in Sri Lanka.

Your role in our team:
Taking the high-level requirements /objectives and detailing them to functional and
non-functional requirements.

Must haves:
* Close to 1 year of experience in an IT environment as a business analyst.
* Excellence in verbal & written communication.

What you should be equipped with:
* Bachelor’s degree in Computer Science, Information Technology.
* Capability to develop User Stories, Maintain and groom the product backlog.
* Knowledge on agile frameworks

What we have to offer you:

+ A truly international experience with exposure to trending technologies and business
landscape in US.
* Handsome paycheck

Contact: eranda@rydecars.com, himal@rydecars.com

 
","Junior Business Analyst

We are a US based tech company named RYDE Inc headquartered in Los Angeles California
We offer our users a unique car rental experience ranging from luxury to economy cars For
more info please visit us at wwwrydecarscom

Currently we are looking for a full time Junior Business Analyst to join our software
development team based in Sri Lanka

Your role in our team
Taking the highlevel requirements /objectives and detailing them to functional and
nonfunctional requirements

Must haves
 Close to 1 year of experience in an IT environment as a business analyst
 Excellence in verbal  written communication

What you should be equipped with
 Bachelors degree in Computer Science Information Technology
 Capability to develop User Stories Maintain and groom the product backlog
 Knowledge on agile frameworks

What we have to offer you

+ A truly international experience with exposure to trending technologies and business
landscape in US
 Handsome paycheck

Contact erandarydecarscom himalrydecarscom

 
",0.8703703703703703,0.9548387096774194
606529.png,"Vacancy
Oracle Technical Consultant

Melsta Technologies is a 100% owned subsidiary of Melstacorp PLC, one of the largest
conglomerates in Sri Lanka who is practicing Oracle E-Business Suite (EBS) implementation practices.
We seek to recruit experienced Oracle EBS Technical Consultants as per the following requirements.

The ideal candidate should possess a Degree in Information Systems / IT equivalent or Full
Professional qualification such as BCS/ACS.

 

REQUIRED SKILLS & EXPERIENCE

Strong SQL, PLSQL skills and be able to write efficient, complex queries.

‘A minimum of one year’s experience in Oracle development environments using PLSQL.
Oracle Developer (Oracle Forms and Reports), Oracle Designer knowledge is essential.
Experience in third party application interfaces with Oracle EBS.

Familiar with Oracle e-Business Suite architecture & Apps DBA would be an advantage.
Knowledge of XML / BI Publisher is essential.

Experience and skills in translating Functional specifications to Technical specifications

OTHER COMPETENCIES

* Ability to be flexible and adapt to any given situation

* Ability to perform multiple tasks concurrently in a high stress environment

* Excellent customer service attitude, communication skills (written and verbal), and interpersonal
skills

© Excellent organizational and time management skills

© Excellent analytical and problem-solving skills

* Ability to work independently and in a team environment

The above position offers an attractive remuneration package and other benefits commensurate
with the qualifications and experience of the candidate.

Email your curriculum vitae (CV) to: careers.corp@melsta.com

Indicate the position applied for, on the subject line of the email.

Applications should reach us within 2 weeks of this publication and only ‘short-listed’ candidates will

be notified.

MELSTA TECHNOLOGIES (PVT) LTD
","Vacancy
Oracle Technical Consultant

Melsta Technologies is a 100 owned subsidiary of Melstacorp PLC one of the largest
conglomerates in Sri Lanka who is practicing Oracle EBusiness Suite EBS implementation practices
We seek to recruit experienced Oracle EBS Technical Consultants as per the following requirements

The ideal candidate should possess a Degree in Information Systems / IT equivalent or Full
Professional qualification such as BCS/ACS

 

REQUIRED SKILLS  EXPERIENCE

Strong SQL PLSQL skills and be able to write efficient complex queries

A minimum of one years experience in Oracle development environments using PLSQL
Oracle Developer Oracle Forms and Reports Oracle Designer knowledge is essential
Experience in third party application interfaces with Oracle EBS

Familiar with Oracle eBusiness Suite architecture  Apps DBA would be an advantage
Knowledge of XML / BI Publisher is essential

Experience and skills in translating Functional specifications to Technical specifications

OTHER COMPETENCIES

 Ability to be flexible and adapt to any given situation

 Ability to perform multiple tasks concurrently in a high stress environment

 Excellent customer service attitude communication skills written and verbal and interpersonal
skills

 Excellent organizational and time management skills

 Excellent analytical and problemsolving skills

 Ability to work independently and in a team environment

The above position offers an attractive remuneration package and other benefits commensurate
with the qualifications and experience of the candidate

Email your curriculum vitae CV to careerscorpmelstacom

Indicate the position applied for on the subject line of the email

Applications should reach us within 2 weeks of this publication and only shortlisted candidates will

be notified

MELSTA TECHNOLOGIES PVT LTD
",0.8641509433962264,0.933852140077821
606730.jpg,"ANI AG 1 | BZA OT AN [64] te

mal

LOOKING FOR...

React Native Developer

We are looking for a React Native Developer who is dedicated to the craft, writes code that
idat-p\a-leom elcelulomelm-lavemerclamaliméal-ue covela(emcvlalnliaten

Responsibilities,

- Write “clean’, well-designed code

+* Produce detailed specifications

- Contribute in all phases of the development lifecycle

+ Follow industry best practices

+ Develop and deploy new features to facilitate related procedures and tools if necessary

Requirements,

+ BS/MS degree in Computer Science, Engineering or a related subject.

+ Must have over 1 Year of software development experience in React Native.

+ Demonstrable knowledge of web technologies including HTML, CSS, Javascript.

+ Experience in common third-party APIs.

- Passion for best design and coding practices and a desire to develop new bold ideas.
+ Knowledge of ReactJS would be an added advantage.

Mankind International (Pvt) Ltd
No. 10 Davidson Road, Col 04
cet OF cs General Line: 011 2591981
1978-2018 “Ms E mail: it@maritimesl.com

     
 

A ANAL AL AeA | :4

 
","ANI AG 1  BZA OT AN 64 te

mal

LOOKING FOR

React Native Developer

We are looking for a React Native Developer who is dedicated to the craft writes code that
idatpaleom elcelulomelmlavemerclamaliméalue covelaemcvlalnliaten

Responsibilities

 Write clean welldesigned code

+ Produce detailed specifications

 Contribute in all phases of the development lifecycle

+ Follow industry best practices

+ Develop and deploy new features to facilitate related procedures and tools if necessary

Requirements

+ BS/MS degree in Computer Science Engineering or a related subject

+ Must have over 1 Year of software development experience in React Native

+ Demonstrable knowledge of web technologies including HTML CSS Javascript

+ Experience in common thirdparty APIs

 Passion for best design and coding practices and a desire to develop new bold ideas
+ Knowledge of ReactJS would be an added advantage

Mankind International Pvt Ltd
No 10 Davidson Road Col 04
cet OF cs General Line 011 2591981
19782018 Ms E mail itmaritimeslcom

     
 

A ANAL AL AeA  4

 
",0.7485029940119761,0.8395061728395061
606820.jpg,"PERSISTENT

RESEARCH

 

Role : Senior Product Designer
Location : Colombo, Sri Lanka

Persistent Software Lanka (Pvt) Limited established in 2005, formally known as Aepona Software/ Intel Software
specialize in the delivery of software product development services with a focus on OTand Telco based software
product developmentfor global customers. Persistent Sri Lanka is a subsidiary of Persistent Systems Limited
(www.persistent.com) a global software services company with a staff strength of 9000+.

Our Colombo team consists of 100+ strong software development resources. Our legacy Telco product (AMP)
has a global foot print deployed in majority of the T1 global Telco operators. Presently, Persistent Sri Lanka's
resources are deployedin the development of bespoke solutions to global customers with a focus on Ecommerce
& loT solutions. Ourresources specialize in JAVA, employing proven methodologies and software development
techniques. Agile development methods are used to successfully deliver high quality software solutions to a
multitude of established global customers.

Overall Responsibility:

We're looking fora Senior Product Designer to join us in our mission. Someone who cares about the aesthetics
but also goes beyond the aesthetics to create the right product for people. This means getting the design right
and getting the right design—equally important for us. We constantly look at data and talk to our users to
understand what they’re doing, thinking and feeling along their user journey and empathise with their needs.
This user-centric approach guides us in crafting the best user experiences.

Responsibilities:

« Prototype and iterate concepts to learn what user needs —to get the right design
« Conduct user testing to ensure ease of use —to get the design right

* Create low and high fidelity user interfaces and experiences

«Design userinterfaces across our iOS, Android and Web apps

e Work closely with engineers to support implementation

e Keep yourself updated on the latest design pattern

Requirements

Portfolio showcasing projects in visual and user experience design
«Experience in designing for iOS, Android and/or Web apps

«Familiarity with guidelines and standards on iOS, Android and/or Web apps
e Familiarity with Sketch, Adobe Illustrator or similar tools

«Familiarity with Marvel, Origami, Framer, Proto.io, orsimilartools

¢ Curiosity, havinga keen interest in people and theirneeds

* Passion, for building usable and beautiful user experiences

e Attention to design details

¢ ~Communication skills to explain your design process and rationale
«Experience with user research

Person Specification:

© Honors Degree in Computer Science or related discipline.

e Atleast 4-5 years’ experience managing projects for external customers.

¢ Demonstrable experience of face-to-face working with diverse customers.

e Ability to travel regularly to customersites

¢ Strong verbal and written communication skills
Please Submit CV’s to sltalent@persistent.com quoting reference “Senior Product Designer”
Persistent Systems Lanka (Pvt) Ltd

No. 123, 4 Floor, Bauddhaloka Mawatha, Colombo - 04.
Tel: 2510300

www.persistent.com
","PERSISTENT

RESEARCH

 

Role  Senior Product Designer
Location  Colombo Sri Lanka

Persistent Software Lanka Pvt Limited established in 2005 formally known as Aepona Software/ Intel Software
specialize in the delivery of software product development services with a focus on OTand Telco based software
product developmentfor global customers Persistent Sri Lanka is a subsidiary of Persistent Systems Limited
wwwpersistentcom a global software services company with a staff strength of 9000+

Our Colombo team consists of 100+ strong software development resources Our legacy Telco product AMP
has a global foot print deployed in majority of the T1 global Telco operators Presently Persistent Sri Lankas
resources are deployedin the development of bespoke solutions to global customers with a focus on Ecommerce
 loT solutions Ourresources specialize in JAVA employing proven methodologies and software development
techniques Agile development methods are used to successfully deliver high quality software solutions to a
multitude of established global customers

Overall Responsibility

Were looking fora Senior Product Designer to join us in our mission Someone who cares about the aesthetics
but also goes beyond the aesthetics to create the right product for people This means getting the design right
and getting the right designequally important for us We constantly look at data and talk to our users to
understand what theyre doing thinking and feeling along their user journey and empathise with their needs
This usercentric approach guides us in crafting the best user experiences

Responsibilities

 Prototype and iterate concepts to learn what user needs to get the right design
 Conduct user testing to ensure ease of use to get the design right

 Create low and high fidelity user interfaces and experiences

Design userinterfaces across our iOS Android and Web apps

e Work closely with engineers to support implementation

e Keep yourself updated on the latest design pattern

Requirements

Portfolio showcasing projects in visual and user experience design
Experience in designing for iOS Android and/or Web apps

Familiarity with guidelines and standards on iOS Android and/or Web apps
e Familiarity with Sketch Adobe Illustrator or similar tools

Familiarity with Marvel Origami Framer Protoio orsimilartools

 Curiosity havinga keen interest in people and theirneeds

 Passion for building usable and beautiful user experiences

e Attention to design details

 Communication skills to explain your design process and rationale
Experience with user research

Person Specification

 Honors Degree in Computer Science or related discipline

e Atleast 45 years experience managing projects for external customers

 Demonstrable experience of facetoface working with diverse customers

e Ability to travel regularly to customersites

 Strong verbal and written communication skills
Please Submit CVs to sltalentpersistentcom quoting reference Senior Product Designer
Persistent Systems Lanka Pvt Ltd

No 123 4 Floor Bauddhaloka Mawatha Colombo  04
Tel 2510300

wwwpersistentcom
",0.8293216630196937,0.9144144144144144
606873.jpg," 

Skills and Expertis

& Analyze business process and identifying
automation opportunities and assess automa-
tion feasibility.

® Analyzing, understanding and documenting
the business processes in cletail where
required

® Indepth understanding of RPA, IPA, SPA tools
and their capabilities (WiPath. Workfusion,
Blueprism etc]

®& Scripting knowledge (java. excel macros / VB
Scripting. JavaScript, Perl. Groovy)

Candidates whe are with QA background
are encouraged to apply.

Minimum Qualification:

 

® A Degree in Software Engineering. Computer
Science or Equivalent

Minimum Experience:

 

& 3 to 4 years of experience in Automation

    

Reimagine YOUR FUTURE
with us...

We're Hiring

Senior Software
Engineer - RPA

JOHN KEELLS <|

disruptive minds
"," 

Skills and Expertis

 Analyze business process and identifying
automation opportunities and assess automa
tion feasibility

 Analyzing understanding and documenting
the business processes in cletail where
required

 Indepth understanding of RPA IPA SPA tools
and their capabilities WiPath Workfusion
Blueprism etc

 Scripting knowledge java excel macros / VB
Scripting JavaScript Perl Groovy

Candidates whe are with QA background
are encouraged to apply

Minimum Qualification

 

 A Degree in Software Engineering Computer
Science or Equivalent

Minimum Experience

 

 3 to 4 years of experience in Automation

    

Reimagine YOUR FUTURE
with us

Were Hiring

Senior Software
Engineer  RPA

JOHN KEELLS 

disruptive minds
",0.7142857142857143,0.8556701030927835
606947.png,"7 SRILANKA COMPUTER EMERGENC

a READINESS TEAM

 

Vacancies in Information Security

Founded in 2006, the Sri Lanka Computer Emergency Readiness Team | Coordinating Centre (Sri
Lanka CERT|CC) is Sri Lanka's National CERT and serves under the supervision of the Ministry of
Digital Infrastructure and Information Technology.

Sri Lanka CERT|CC is the single trusted source of advice about the latest threats and vulnerabilities
affecting computer systems and networks, and a source of expertise to assist the nation and
member organizations, in responding to and recovering from Cyber-attacks.

Sri Lanka CERT|CC has two vacancies for the position of Information Security Analyst (01 position)
and Associate Information Security Analyst (01 position) as follows;

Information Security Analyst
Job Responsibilities

Perform information security incident response related activities
Coordinate with local service providers, international CERT's and other related agencies for
providing assistance to resolve information security incidents.

Provide information security advisory services to government and private sector institutions
Maintain the servers and related infrastructure at Sri Lanka CERT|CC

Conduct cyber security awareness training/workshops

Educational and Professional Qualifications

* A Bachelor Degree from a recognized university in the field of Computer Science, Computer
Engineering, Electronic and Telecommunication Engineering and/or equivalent professional
qualifications. Postgraduate qualifications would be an added advantage.

* One or more information security related certifications such as CISSP, CCSP (Cloud Certified
Security Professional), GCIH, OSCP, CISA, CISM, CEH, CHFI ete.

* Vendor certifications related to system and network administration such as MCSE, CCNA, CCSE,
CCSP, RHCSA, and RHCE would also be an added advantage

Experience

Minimum of two years of experience related to information security.

Associate Information Security Analyst
Job Responsibilities

Perform information security incident response related activities
Carry out web, mobile and network vulnerability assessments and penetration testing
Perform digital forensics activities which includes log analysis, imaging and forensic evidence
preservation

* Conduct cyber security awareness training/workshops

Educational and Professional Qualifications

‘* A Bachelor Degree from a recognized university in the field of Computer Science, Computer
Engineering, Electronic and Telecommunication Engineering and/or equivalent professional
qualifications. Postgraduate qualifications would be an added advantage.

© One or more information security related certifications such as CISSP, CSSLP, GCIH, OSCP, CEH,
CHFI etc would be added advantage.

* Vendor certifications related to system and network administration such as MCSE, CCNA, CCSE,
CCSP, RHCSA, and RHCE would also be an added advantage

Experience

Minimum of one year of experience related to Information Security.

Other Skills/Abilities
* Good communication skills both verbal and written in English, Sinhala or Tamil
© Ability to perform in a team environment

© Ability to liaise with both local and international organizations

© Ability to self learn

Salary will be based on current industry standards and these positions include medical insurance
benefits and travel allowances.

If you are confident that you are the ideal candidate for this position, e-mail your resume with a
recent photo and two non-related referees to careers@cert.gov.lk within 10 days of this
advertisement, stating “Information Security Analyst” or “Associate Information Security Analyst”.
Only shortlisted candidates will be notified.

Note: This job description is not intended to be all-inclusive. Employees may perform other related
duties as negotiated to meet the ongoing needs of Sri Lanka CERT.

Chief Executive Officer
Sri Lanka Computer Emergency Readiness Team | Coordination Center
Room 4-112, BMICH, Bauddhaloka Mawatha,

Colombo 00700

Tel: 011 2691692/ 011 2679888
","7 SRILANKA COMPUTER EMERGENC

a READINESS TEAM

 

Vacancies in Information Security

Founded in 2006 the Sri Lanka Computer Emergency Readiness Team  Coordinating Centre Sri
Lanka CERTCC is Sri Lankas National CERT and serves under the supervision of the Ministry of
Digital Infrastructure and Information Technology

Sri Lanka CERTCC is the single trusted source of advice about the latest threats and vulnerabilities
affecting computer systems and networks and a source of expertise to assist the nation and
member organizations in responding to and recovering from Cyberattacks

Sri Lanka CERTCC has two vacancies for the position of Information Security Analyst 01 position
and Associate Information Security Analyst 01 position as follows

Information Security Analyst
Job Responsibilities

Perform information security incident response related activities
Coordinate with local service providers international CERTs and other related agencies for
providing assistance to resolve information security incidents

Provide information security advisory services to government and private sector institutions
Maintain the servers and related infrastructure at Sri Lanka CERTCC

Conduct cyber security awareness training/workshops

Educational and Professional Qualifications

 A Bachelor Degree from a recognized university in the field of Computer Science Computer
Engineering Electronic and Telecommunication Engineering and/or equivalent professional
qualifications Postgraduate qualifications would be an added advantage

 One or more information security related certifications such as CISSP CCSP Cloud Certified
Security Professional GCIH OSCP CISA CISM CEH CHFI ete

 Vendor certifications related to system and network administration such as MCSE CCNA CCSE
CCSP RHCSA and RHCE would also be an added advantage

Experience

Minimum of two years of experience related to information security

Associate Information Security Analyst
Job Responsibilities

Perform information security incident response related activities
Carry out web mobile and network vulnerability assessments and penetration testing
Perform digital forensics activities which includes log analysis imaging and forensic evidence
preservation

 Conduct cyber security awareness training/workshops

Educational and Professional Qualifications

 A Bachelor Degree from a recognized university in the field of Computer Science Computer
Engineering Electronic and Telecommunication Engineering and/or equivalent professional
qualifications Postgraduate qualifications would be an added advantage

 One or more information security related certifications such as CISSP CSSLP GCIH OSCP CEH
CHFI etc would be added advantage

 Vendor certifications related to system and network administration such as MCSE CCNA CCSE
CCSP RHCSA and RHCE would also be an added advantage

Experience

Minimum of one year of experience related to Information Security

Other Skills/Abilities
 Good communication skills both verbal and written in English Sinhala or Tamil
 Ability to perform in a team environment

 Ability to liaise with both local and international organizations

 Ability to self learn

Salary will be based on current industry standards and these positions include medical insurance
benefits and travel allowances

If you are confident that you are the ideal candidate for this position email your resume with a
recent photo and two nonrelated referees to careerscertgovlk within 10 days of this
advertisement stating Information Security Analyst or Associate Information Security Analyst
Only shortlisted candidates will be notified

Note This job description is not intended to be allinclusive Employees may perform other related
duties as negotiated to meet the ongoing needs of Sri Lanka CERT

Chief Executive Officer
Sri Lanka Computer Emergency Readiness Team  Coordination Center
Room 4112 BMICH Bauddhaloka Mawatha

Colombo 00700

Tel 011 2691692/ 011 2679888
",0.8357664233576643,0.902803738317757
606992.png," 

CAN YOU AN
ENTIRE INDUSTRY?

   

teranoloeny
exceptional talent
bo I the cure:

axcentions casdicares

 

FOR MORE DETAILS CHECK

 

 
"," 

CAN YOU AN
ENTIRE INDUSTRY

   

teranoloeny
exceptional talent
bo I the cure

axcentions casdicares

 

FOR MORE DETAILS CHECK

 

 
",0.6666666666666666,0.7777777777777778
607044.png,"Pick.
SENIOR ARCHITECT

Call us on: 0114 507518 | Email: caraers@pickme. lk
No. 309, High Level Road, Colombo 06.

SKILLS AND RESPONSIBILITIES

Collaborate with cross-functional teams to define, design, and ship new features.
Provide architectural blueprints and technical leadership,
Guide evolution of our architecture into Microservices.

Resolve complex technical issues and drive innovations that improve system availability, resilience, and
performance,
Create, maintain and share technical documentation to be used by Team:
Perform Cost Benafit Analysis when it comes to technical decisions
Experience in Service Oriented Architecture SOA,
Cloud computing experience {AWS or Goagle Cloud
Experience in REST, SOAP and OAuth.
Experience in distributed / real-time / event-driven Architecture.
Experience in Open Source Technologies.
Experience in scaling and handling large amounts of data,
In-depth knowledge of relational databases !MySQLi and NoSQL databases (MongoDB
Experience in PHP-Laravel / Lumen, GoLang, Java, JavaScript, Angular and NodeJS.
Experience in TDD approach, automated developer tests and larger scale integration tests.
Mobility experience in Android and iOS.
Experience in DevOps tools (Jenkins, Docker and Kubernetes}, source control using Github.
Analytical and problem-solving skills.
Ability to work independently.
Can-do attitude and Start-up DNA.
Experience / Familiarity in following will be an added advantage.
Knowledge in MOTT Brokers, Apache Kafka
Familiarity with Protobuf, Avra
Experience in Linux operating system
Scrunv/Agile development methodologies
Familiarity with RedisOB, PostgreSQL
Familiarity with monitoring tools (e.g. Zabbix, Prometheus, Grafana)

MINIMUM QUALIFICATION AND EXPERIENCE

© BSc in Computer Science or a related dagree with Minimum 12 Years of relevant experience including at least
2years as a Senior Architect.
","Pick
SENIOR ARCHITECT

Call us on 0114 507518  Email caraerspickme lk
No 309 High Level Road Colombo 06

SKILLS AND RESPONSIBILITIES

Collaborate with crossfunctional teams to define design and ship new features
Provide architectural blueprints and technical leadership
Guide evolution of our architecture into Microservices

Resolve complex technical issues and drive innovations that improve system availability resilience and
performance
Create maintain and share technical documentation to be used by Team
Perform Cost Benafit Analysis when it comes to technical decisions
Experience in Service Oriented Architecture SOA
Cloud computing experience AWS or Goagle Cloud
Experience in REST SOAP and OAuth
Experience in distributed / realtime / eventdriven Architecture
Experience in Open Source Technologies
Experience in scaling and handling large amounts of data
Indepth knowledge of relational databases MySQLi and NoSQL databases MongoDB
Experience in PHPLaravel / Lumen GoLang Java JavaScript Angular and NodeJS
Experience in TDD approach automated developer tests and larger scale integration tests
Mobility experience in Android and iOS
Experience in DevOps tools Jenkins Docker and Kubernetes source control using Github
Analytical and problemsolving skills
Ability to work independently
Cando attitude and Startup DNA
Experience / Familiarity in following will be an added advantage
Knowledge in MOTT Brokers Apache Kafka
Familiarity with Protobuf Avra
Experience in Linux operating system
Scrunv/Agile development methodologies
Familiarity with RedisOB PostgreSQL
Familiarity with monitoring tools eg Zabbix Prometheus Grafana

MINIMUM QUALIFICATION AND EXPERIENCE

 BSc in Computer Science or a related dagree with Minimum 12 Years of relevant experience including at least
2years as a Senior Architect
",0.7795275590551181,0.8452380952380952
607057.png,"Pick,’
PRODUCT OWNER

Gall us on: 0114 507 518 | Email: careers@pickme.lk
No. 309, High Level Road, Colombo 06.

RESPONSIBILITIES

© Understand and contribute to the end-to-end customer experience.

‘© Own the relationship between product management and the sprint teams.

‘© Represent and share the product vision to the scrum teams.

© Confirm that technical architecture and technical design aligns to the short-term
and long-term product vision.

* Inspire technical teams to innovate and create industry-leading solutions while
balancing immediate product plans.

Coordinate with the Ul design team to ensure consistency and alignment between
design assets and user stories.

* Execute the acceptance process for user stories.

** Lead resolution of issues impacting success of the current or future sprints.

‘ Provide sprint and backlog status to product management team leadership.

SKILLS

‘* Bachelor's degree in technical (computer science, engineering) or business
‘management discipline.

© 6-7 years experience in the IT industry.

© 9-5 years of experience as a Product Owner.

* Prior experience as a business analyst role.

* Product owner experience with both web and mobile applications (0S and
Android).

‘© Managed relationships with the technical and U/UX design teams in the delivery of
product.

‘© Experience with JIRA and Rally Agile tools.
","Pick
PRODUCT OWNER

Gall us on 0114 507 518  Email careerspickmelk
No 309 High Level Road Colombo 06

RESPONSIBILITIES

 Understand and contribute to the endtoend customer experience

 Own the relationship between product management and the sprint teams

 Represent and share the product vision to the scrum teams

 Confirm that technical architecture and technical design aligns to the shortterm
and longterm product vision

 Inspire technical teams to innovate and create industryleading solutions while
balancing immediate product plans

Coordinate with the Ul design team to ensure consistency and alignment between
design assets and user stories

 Execute the acceptance process for user stories

 Lead resolution of issues impacting success of the current or future sprints

 Provide sprint and backlog status to product management team leadership

SKILLS

 Bachelors degree in technical computer science engineering or business
management discipline

 67 years experience in the IT industry

 95 years of experience as a Product Owner

 Prior experience as a business analyst role

 Product owner experience with both web and mobile applications 0S and
Android

 Managed relationships with the technical and U/UX design teams in the delivery of
product

 Experience with JIRA and Rally Agile tools
",0.848780487804878,0.9523809523809523
